,,R_Arm,R_Arm,R_Arm,R_Shoulder,R_Shoulder,R_Shoulder,R_Forearm,R_Forearm,R_Forearm,R_Wrist,R_Wrist,R_Wrist
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
618,5.15,0.284875,1.31654,0.375864,0.341258,1.472984,0.450551,0.125103,1.164671,0.325872,0.014036,1.112521,0.32184
619,5.158333,0.27821,1.31591,0.373702,0.334736,1.472237,0.448393,0.118273,1.164236,0.323518,0.007109,1.112194,0.319373
620,5.166667,0.27161,1.315292,0.371605,0.32821,1.471489,0.446295,0.111402,1.163808,0.321182,0.000209,1.111874,0.316788
621,5.175,0.264978,1.314619,0.369465,0.321721,1.470755,0.444209,0.104551,1.163362,0.318873,-0.006712,1.111614,0.314141
622,5.183333,0.258371,1.314041,0.36733,0.315211,1.470003,0.442171,0.097789,1.162969,0.316413,-0.013567,1.111359,0.311426
623,5.191667,0.251794,1.313355,0.365292,0.308695,1.46925,0.440183,0.091014,1.162533,0.313998,-0.020411,1.111137,0.308552
624,5.2,0.245253,1.312672,0.363276,0.302178,1.468489,0.438224,0.084267,1.162136,0.311408,-0.027221,1.110882,0.305778
625,5.208333,0.238689,1.311981,0.361274,0.295601,1.467762,0.436267,0.077517,1.161703,0.308935,-0.034004,1.110694,0.302834
626,5.216667,0.232106,1.311351,0.359247,0.288929,1.467051,0.434381,0.070773,1.161289,0.306392,-0.040777,1.110527,0.29992
627,5.225,0.225487,1.310683,0.357277,0.282193,1.466382,0.432486,0.064068,1.16095,0.30384,-0.047561,1.110312,0.296925
628,5.233333,0.2189,1.310091,0.355357,0.275368,1.46583,0.430677,0.057369,1.160569,0.301242,-0.054252,1.110132,0.2938
629,5.241667,0.212123,1.309604,0.353415,0.268396,1.465274,0.428974,0.050659,1.160181,0.298702,-0.061022,1.109823,0.290734
630,5.25,0.205294,1.309168,0.351535,0.261325,1.464846,0.427263,0.043893,1.159748,0.296095,-0.067635,1.109666,0.287547
631,5.258333,0.198389,1.30877,0.34964,0.254117,1.464434,0.42567,0.037523,1.159496,0.293531,-0.074226,1.109449,0.284318
632,5.266667,0.191506,1.308507,0.347821,0.246829,1.46413,0.424096,0.030922,1.159247,0.290833,-0.080827,1.109186,0.281031
633,5.275,0.184611,1.308292,0.346067,0.239427,1.464285,0.422541,0.02436,1.158984,0.288184,-0.087291,1.109,0.2777
634,5.283333,0.177633,1.308128,0.344312,0.232189,1.464164,0.421117,0.017762,1.15876,0.285463,-0.093786,1.108812,0.2743
635,5.291667,0.170608,1.308049,0.342562,0.225266,1.464221,0.41985,0.011126,1.158641,0.282754,-0.100296,1.10857,0.27086
636,5.3,0.163589,1.307954,0.340835,0.218014,1.464222,0.41852,0.004572,1.158576,0.279956,-0.106775,1.108398,0.267366
637,5.308333,0.156576,1.307977,0.33907,0.210682,1.464299,0.417215,-0.001999,1.158507,0.277194,-0.113186,1.108257,0.263859
638,5.316667,0.149548,1.308015,0.337344,0.203192,1.464362,0.415989,-0.008558,1.15845,0.274374,-0.119638,1.10813,0.260348
639,5.325,0.142495,1.308159,0.335602,0.195832,1.46465,0.414715,-0.015469,1.158487,0.271481,-0.12604,1.107958,0.256762
640,5.333333,0.135437,1.308416,0.333889,0.188484,1.465235,0.41331,-0.021941,1.158585,0.268668,-0.132427,1.107795,0.253163
641,5.341667,0.128327,1.308869,0.332218,0.181056,1.465868,0.411974,-0.02853,1.158805,0.265988,-0.138731,1.107681,0.249545
642,5.35,0.121207,1.309495,0.330572,0.173596,1.466546,0.410729,-0.034928,1.159127,0.26322,-0.144959,1.10756,0.245885
643,5.358333,0.114079,1.310335,0.328996,0.166264,1.467616,0.409428,-0.0414,1.159546,0.260554,-0.1511,1.107502,0.242102
644,5.366667,0.106953,1.311266,0.327388,0.158904,1.468569,0.408216,-0.047666,1.16006,0.257736,-0.157135,1.107588,0.238255
645,5.375,0.099845,1.312327,0.325682,0.151594,1.469672,0.407002,-0.054001,1.16064,0.254882,-0.163161,1.107728,0.23439
646,5.383333,0.09275,1.313426,0.323919,0.144318,1.470642,0.405843,-0.060256,1.161319,0.251976,-0.1692,1.108042,0.23059
647,5.391667,0.085704,1.3145,0.322163,0.137154,1.471768,0.404522,-0.066537,1.162106,0.249019,-0.175261,1.108473,0.22681
648,5.4,0.078798,1.315603,0.320266,0.129946,1.472723,0.403221,-0.072796,1.162935,0.246119,-0.1814,1.108997,0.223093
649,5.408333,0.072039,1.316653,0.31835,0.122933,1.473654,0.401739,-0.078955,1.163808,0.243053,-0.188057,1.10938,0.219696
650,5.416667,0.065527,1.317707,0.316428,0.116016,1.474482,0.400292,-0.085155,1.164706,0.240161,-0.19401,1.110321,0.215755
651,5.425,0.059047,1.318672,0.314499,0.109281,1.475339,0.398731,-0.091348,1.165638,0.237028,-0.19932,1.111219,0.212022
652,5.433333,0.052676,1.319544,0.31251,0.102644,1.476087,0.397043,-0.097488,1.166553,0.233976,-0.205249,1.111994,0.208297
653,5.441667,0.0465,1.320488,0.310445,0.096191,1.476961,0.39528,-0.103468,1.167473,0.230912,-0.210962,1.112818,0.204417
654,5.45,0.040419,1.321442,0.308345,0.089841,1.477758,0.393567,-0.109266,1.168423,0.227845,-0.216601,1.113628,0.200566
655,5.458333,0.034398,1.322409,0.306338,0.0837,1.478662,0.391667,-0.114966,1.169401,0.224648,-0.222041,1.114486,0.196655
656,5.466667,0.028518,1.323517,0.304242,0.077751,1.479515,0.389739,-0.120655,1.170365,0.221541,-0.227438,1.115331,0.192638
657,5.475,0.022718,1.324599,0.302082,0.071801,1.480486,0.387802,-0.126203,1.171322,0.218285,-0.232643,1.11624,0.188555
658,5.483333,0.017011,1.325628,0.300004,0.065835,1.481229,0.385931,-0.131563,1.172307,0.21507,-0.237864,1.117109,0.184571
659,5.491667,0.011355,1.326671,0.297823,0.060051,1.482302,0.383843,-0.136933,1.173271,0.211714,-0.242907,1.117979,0.180442
660,5.5,0.005869,1.327706,0.295547,0.054032,1.483053,0.38195,-0.142131,1.174278,0.208448,-0.247907,1.118862,0.176358
661,5.508333,0.000386,1.32869,0.293159,0.048247,1.484169,0.379784,-0.14732,1.175236,0.205127,-0.252792,1.119724,0.172368
662,5.516667,-0.005023,1.329668,0.290778,0.04221,1.484998,0.3778,-0.152447,1.176222,0.201764,-0.257656,1.120623,0.168305
663,5.525,-0.010551,1.330541,0.288271,0.036247,1.485822,0.375703,-0.157344,1.177158,0.198424,-0.262461,1.121459,0.164226
664,5.533333,-0.015963,1.331372,0.285695,0.03034,1.48665,0.373552,-0.162416,1.178022,0.194917,-0.267214,1.122254,0.160218
665,5.541667,-0.021408,1.33218,0.282993,0.024293,1.487177,0.371451,-0.167431,1.178813,0.191344,-0.271884,1.122975,0.155997
666,5.55,-0.026865,1.332922,0.280209,0.018497,1.487975,0.369059,-0.172324,1.179515,0.187771,-0.276567,1.123554,0.151761
667,5.558333,-0.032348,1.333495,0.2774,0.012487,1.488249,0.366821,-0.177252,1.180168,0.183974,-0.281342,1.12406,0.147507
668,5.566667,-0.037851,1.333959,0.274441,0.006695,1.48867,0.364338,-0.182128,1.18063,0.1802,-0.285979,1.124531,0.143123
669,5.575,-0.04335,1.33432,0.271518,0.00076,1.488762,0.361895,-0.187135,1.180928,0.176303,-0.290767,1.124841,0.138679
670,5.583333,-0.04883,1.334617,0.26839,-0.005068,1.488754,0.359427,-0.192176,1.181293,0.172266,-0.295568,1.125169,0.134305
671,5.591667,-0.054304,1.334737,0.265324,-0.010855,1.488677,0.35674,-0.197215,1.181518,0.16828,-0.300296,1.125408,0.1298
672,5.6,-0.05976,1.334796,0.262121,-0.016736,1.488461,0.354071,-0.202206,1.181679,0.164156,-0.305215,1.125525,0.125192
673,5.608333,-0.065255,1.334784,0.258868,-0.022391,1.488366,0.351105,-0.207216,1.181842,0.159967,-0.310053,1.125633,0.120486
674,5.616667,-0.070776,1.334632,0.255566,-0.028156,1.488037,0.348189,-0.212394,1.181797,0.155734,-0.314919,1.125693,0.115648
675,5.625,-0.076239,1.334474,0.252186,-0.03392,1.487619,0.345234,-0.217467,1.181802,0.151522,-0.319774,1.125681,0.110822
676,5.633333,-0.081735,1.334139,0.248841,-0.039804,1.487075,0.342223,-0.222659,1.181623,0.147207,-0.324693,1.125663,0.105952
677,5.641667,-0.08718,1.33382,0.245385,-0.045647,1.486529,0.339029,-0.227735,1.181495,0.142782,-0.329566,1.125553,0.100988
678,5.65,-0.092608,1.333431,0.24182,-0.051477,1.485921,0.33581,-0.23275,1.181257,0.138318,-0.334466,1.125311,0.096004
679,5.658333,-0.098139,1.33289,0.238231,-0.05731,1.485243,0.332453,-0.237981,1.180941,0.133783,-0.339349,1.125034,0.090884
680,5.666667,-0.103704,1.332386,0.23457,-0.063218,1.484568,0.32898,-0.243073,1.180516,0.129182,-0.344352,1.124575,0.085745
681,5.675,-0.109271,1.331806,0.230767,-0.069111,1.483993,0.325327,-0.248263,1.179961,0.124502,-0.349234,1.124042,0.080561
682,5.683333,-0.114888,1.331187,0.226892,-0.075074,1.483254,0.321692,-0.25342,1.179405,0.119826,-0.354259,1.123432,0.075365
683,5.691667,-0.120563,1.33057,0.222889,-0.081099,1.482402,0.317917,-0.258698,1.178795,0.115055,-0.359246,1.122757,0.070174
684,5.7,-0.126305,1.329949,0.218835,-0.087154,1.48158,0.314095,-0.263941,1.178168,0.110246,-0.364291,1.122113,0.064965
685,5.708333,-0.132048,1.329234,0.214697,-0.093107,1.480766,0.3101,-0.269386,1.177479,0.105465,-0.369647,1.121386,0.059829
686,5.716667,-0.137796,1.328542,0.210422,-0.099089,1.479899,0.306044,-0.274818,1.176775,0.100595,-0.374683,1.120751,0.054574
687,5.725,-0.143525,1.327831,0.205987,-0.10508,1.478975,0.301884,-0.280219,1.176102,0.095632,-0.380114,1.120026,0.049322
688,5.733333,-0.149332,1.326966,0.201556,-0.11094,1.478075,0.297525,-0.285752,1.175362,0.090703,-0.385244,1.11932,0.044032
689,5.741667,-0.155108,1.326126,0.197035,-0.116816,1.477171,0.29307,-0.291162,1.174631,0.085639,-0.391592,1.118437,0.038658
690,5.75,-0.160791,1.325361,0.192377,-0.122709,1.476313,0.288513,-0.296655,1.173837,0.080529,-0.397001,1.117654,0.033176
691,5.758333,-0.166551,1.32448,0.187701,-0.128549,1.475588,0.283867,-0.302189,1.173045,0.075377,-0.402269,1.11686,0.027662
692,5.766667,-0.17228,1.323638,0.182882,-0.134414,1.474769,0.279148,-0.307683,1.172259,0.070107,-0.40773,1.116049,0.022077
693,5.775,-0.178064,1.322827,0.178012,-0.140268,1.473922,0.274224,-0.313255,1.171398,0.064793,-0.41284,1.115237,0.016382
