,,R_Foot,R_Foot,R_Foot,L_Foot,L_Foot,L_Foot,Lower_Trunk,Lower_Trunk,Lower_Trunk,R_Thigh,R_Thigh,R_Thigh,R_Shank,R_Shank,R_Shank,Mid_Trunk,Mid_Trunk,Mid_Trunk,L_Shank,L_Shank,L_Shank,R_Forearm,R_Forearm,R_Forearm,R_Hand,R_Hand,R_Hand,L_Hand,L_Hand,L_Hand,R_Arm,R_Arm,R_Arm,Upper_Trunk,Upper_Trunk,Upper_Trunk,Head,Head,Head,L_Forearm,L_Forearm,L_Forearm,L_Arm,L_Arm,L_Arm,L_Thigh,L_Thigh,L_Thigh
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2473,20.608333,0.072135,0.183757,0.854907,0.077733,0.165547,0.642346,0.065378,1.167551,0.6458,0.08836,0.727549,0.834717,0.074063,0.369884,0.854808,0.072624,1.340425,0.647846,0.067582,0.355685,0.624119,0.188531,1.073271,0.923906,0.244707,0.909548,0.947997,0.260217,0.882458,0.451036,0.126472,1.357254,0.871202,0.116236,1.530964,0.646617,0.171227,1.717045,0.596729,0.214479,1.056022,0.461077,0.112843,1.322746,0.422032,0.087029,0.725205,0.616513
2474,20.616667,0.072154,0.183778,0.854854,0.077731,0.165546,0.642328,0.06545,1.167468,0.645378,0.088546,0.727554,0.834431,0.074128,0.36994,0.854681,0.072644,1.34032,0.647428,0.067642,0.355702,0.62395,0.188641,1.073145,0.923324,0.245009,0.909449,0.94719,0.260904,0.882531,0.450567,0.126385,1.35716,0.87076,0.116137,1.530836,0.64613,0.171051,1.71704,0.59634,0.214953,1.056044,0.460675,0.112843,1.32284,0.4215,0.087192,0.725198,0.616252
2475,20.625,0.072171,0.183793,0.854805,0.077732,0.165538,0.642329,0.065552,1.167378,0.644981,0.088725,0.727554,0.834152,0.074184,0.369981,0.854552,0.072672,1.340228,0.64702,0.067703,0.35571,0.623785,0.188749,1.073034,0.922751,0.245297,0.909391,0.946485,0.261606,0.882586,0.450175,0.126285,1.357058,0.870338,0.116024,1.530763,0.64578,0.17088,1.717022,0.596075,0.215438,1.056057,0.460359,0.112843,1.322942,0.421222,0.08735,0.725227,0.615954
2476,20.633333,0.072178,0.183819,0.854759,0.077741,0.165527,0.642322,0.065645,1.167289,0.644618,0.088888,0.727581,0.833885,0.074237,0.370024,0.854407,0.072711,1.340105,0.646591,0.067753,0.355709,0.623667,0.188851,1.072913,0.922138,0.245591,0.909322,0.945698,0.26226,0.882685,0.449815,0.126198,1.356932,0.869954,0.115911,1.530706,0.645445,0.170715,1.717016,0.59581,0.2159,1.056115,0.459972,0.112843,1.323068,0.420936,0.08754,0.725223,0.615713
2477,20.641667,0.072181,0.18384,0.85472,0.077745,0.165539,0.642322,0.065741,1.167168,0.64422,0.089045,0.727617,0.833616,0.074285,0.370065,0.854247,0.072744,1.339981,0.646149,0.067781,0.355719,0.623605,0.188956,1.07276,0.921542,0.245858,0.909231,0.944924,0.262988,0.882788,0.449426,0.1261,1.356804,0.869621,0.115789,1.530656,0.645128,0.170519,1.717025,0.595529,0.216366,1.056129,0.459615,0.112843,1.323196,0.420635,0.087716,0.725217,0.61547
2478,20.65,0.072186,0.183859,0.854683,0.077739,0.165553,0.642319,0.065845,1.167085,0.643798,0.089195,0.72764,0.833332,0.074344,0.370092,0.854103,0.072777,1.339881,0.645764,0.067798,0.355759,0.623575,0.189054,1.072618,0.920929,0.246084,0.909147,0.944248,0.263697,0.882852,0.449116,0.126008,1.356655,0.869254,0.115642,1.530583,0.644911,0.170295,1.717042,0.595246,0.216835,1.056153,0.459354,0.112843,1.323345,0.420568,0.087885,0.725217,0.61527
2479,20.658333,0.072182,0.183865,0.854632,0.077735,0.165555,0.642316,0.06593,1.166987,0.643437,0.08933,0.727657,0.83307,0.07439,0.370121,0.853969,0.072822,1.339765,0.645363,0.067824,0.355774,0.623548,0.189139,1.072467,0.920339,0.246295,0.90904,0.943595,0.264401,0.88299,0.448787,0.125913,1.356497,0.868862,0.115525,1.530525,0.644603,0.170055,1.717073,0.594952,0.217257,1.056191,0.459026,0.112843,1.323503,0.420344,0.088024,0.725224,0.615073
2480,20.666667,0.072175,0.18391,0.854613,0.077743,0.165567,0.642309,0.066023,1.166899,0.643108,0.08947,0.72767,0.832844,0.074451,0.370149,0.853871,0.072868,1.339651,0.645013,0.067877,0.355782,0.623511,0.189215,1.072317,0.919796,0.246499,0.908912,0.942956,0.2651,0.883098,0.448523,0.125811,1.356358,0.868506,0.115418,1.530466,0.644375,0.169811,1.717088,0.594798,0.217668,1.05624,0.458672,0.112843,1.323642,0.420244,0.088168,0.725245,0.614884
2481,20.675,0.072171,0.183926,0.854581,0.077746,0.165565,0.6423,0.066119,1.166789,0.64279,0.089611,0.72766,0.832622,0.074505,0.370173,0.853758,0.07291,1.339532,0.644699,0.067939,0.355796,0.623435,0.189294,1.072186,0.919339,0.24669,0.908751,0.942293,0.265823,0.883218,0.448225,0.125702,1.356208,0.868161,0.115302,1.530398,0.644149,0.169567,1.71711,0.594607,0.218091,1.056255,0.458339,0.112843,1.323792,0.420137,0.088307,0.725263,0.614688
2482,20.683333,0.072189,0.183928,0.854555,0.077756,0.165571,0.642291,0.066216,1.166698,0.642487,0.089747,0.72765,0.832418,0.074563,0.370208,0.853646,0.072946,1.339415,0.644394,0.068013,0.35579,0.623346,0.18936,1.072052,0.918862,0.246883,0.908594,0.941611,0.266498,0.883277,0.448008,0.125621,1.356059,0.867812,0.115183,1.530317,0.643929,0.16935,1.717125,0.594474,0.218527,1.056256,0.458081,0.112843,1.323941,0.420046,0.088457,0.725289,0.614485
2483,20.691667,0.072193,0.183943,0.854546,0.077766,0.165581,0.642286,0.06633,1.166597,0.642173,0.089869,0.727626,0.832216,0.074626,0.370219,0.853554,0.07298,1.339279,0.644127,0.068112,0.355802,0.623233,0.189412,1.071918,0.918405,0.247037,0.908459,0.941009,0.267164,0.883385,0.44779,0.125507,1.355921,0.867522,0.115068,1.530215,0.643684,0.16914,1.717142,0.594408,0.21893,1.056279,0.457811,0.112843,1.324079,0.419846,0.088623,0.725304,0.6143
2484,20.7,0.072205,0.183943,0.854506,0.077768,0.165583,0.642282,0.066444,1.166497,0.641868,0.089998,0.727602,0.832007,0.074703,0.370228,0.853459,0.073011,1.339169,0.6439,0.068208,0.355799,0.623138,0.189468,1.071774,0.917969,0.24716,0.908347,0.940476,0.267834,0.883509,0.447549,0.125417,1.355782,0.867259,0.114947,1.530115,0.643424,0.16893,1.717152,0.594307,0.219274,1.056315,0.457537,0.112843,1.324218,0.419589,0.088811,0.725294,0.614118
2485,20.708333,0.072225,0.183962,0.854486,0.077773,0.165587,0.642276,0.066554,1.166401,0.641558,0.090133,0.727585,0.831799,0.074791,0.370251,0.853379,0.073041,1.339052,0.643624,0.068297,0.355815,0.623074,0.189505,1.071604,0.917539,0.247308,0.908206,0.939951,0.268503,0.883615,0.447368,0.12533,1.355611,0.867006,0.114837,1.53004,0.643184,0.16871,1.717183,0.594175,0.219646,1.056359,0.457327,0.112843,1.324389,0.419362,0.089007,0.725289,0.613943
2486,20.716667,0.072249,0.183972,0.854453,0.077774,0.165587,0.64227,0.066667,1.166295,0.641247,0.09029,0.727536,0.831553,0.074894,0.37027,0.853293,0.07309,1.33895,0.643386,0.068362,0.35583,0.623031,0.189556,1.071383,0.917038,0.247436,0.908037,0.93942,0.269171,0.883711,0.447257,0.125249,1.355412,0.866718,0.114736,1.529976,0.642981,0.168464,1.717209,0.5941,0.220033,1.056396,0.457148,0.112843,1.324588,0.419244,0.089221,0.725269,0.613809
2487,20.725,0.072254,0.184005,0.854425,0.07778,0.165601,0.642268,0.066769,1.166215,0.640952,0.090456,0.727518,0.831363,0.074998,0.370291,0.853204,0.073119,1.338876,0.643152,0.068419,0.355851,0.622989,0.189587,1.071211,0.916608,0.247543,0.907861,0.938924,0.269746,0.883805,0.447164,0.125167,1.355221,0.866484,0.114635,1.529876,0.642747,0.168225,1.717216,0.594067,0.220428,1.056414,0.457045,0.112843,1.324779,0.41901,0.089422,0.72528,0.613668
2488,20.733333,0.07227,0.184011,0.854394,0.07779,0.165591,0.642272,0.066868,1.166149,0.640668,0.090607,0.727507,0.831179,0.075081,0.370328,0.853116,0.073147,1.338793,0.642871,0.068475,0.355858,0.622949,0.189621,1.071018,0.916161,0.247633,0.907708,0.938445,0.270326,0.883887,0.447059,0.125087,1.355012,0.866191,0.114541,1.529822,0.642586,0.167987,1.717233,0.594039,0.220753,1.056454,0.456938,0.112843,1.324988,0.418981,0.089634,0.725295,0.613546
2489,20.741667,0.072286,0.184028,0.854347,0.077811,0.165595,0.642261,0.066971,1.166063,0.640418,0.090741,0.727514,0.831009,0.075146,0.370373,0.853022,0.073178,1.338709,0.64261,0.068521,0.355885,0.622911,0.189651,1.070845,0.915778,0.247693,0.907574,0.93802,0.270883,0.884,0.446912,0.125001,1.354842,0.865958,0.114424,1.529761,0.642413,0.167755,1.717236,0.594078,0.221075,1.056504,0.456833,0.112843,1.325158,0.418868,0.089832,0.725295,0.613444
2490,20.75,0.072315,0.184041,0.854304,0.077811,0.165594,0.642256,0.067052,1.165997,0.640166,0.090876,0.727507,0.830851,0.075199,0.370404,0.85294,0.073199,1.338618,0.642378,0.068572,0.355897,0.622879,0.189646,1.07071,0.915496,0.24773,0.907452,0.937615,0.271415,0.884107,0.446767,0.12492,1.354655,0.865681,0.114315,1.529703,0.642291,0.167533,1.717255,0.594039,0.221402,1.056545,0.456714,0.112843,1.325345,0.418901,0.089997,0.725314,0.613359
2491,20.758333,0.072324,0.184055,0.854263,0.077814,0.165598,0.642244,0.067125,1.165931,0.639958,0.091,0.727497,0.830697,0.075262,0.370422,0.852852,0.073204,1.338504,0.642164,0.068611,0.355908,0.622837,0.189649,1.070583,0.915195,0.247755,0.907315,0.937239,0.271903,0.884202,0.44669,0.124838,1.354507,0.865456,0.114181,1.529643,0.642128,0.167345,1.717278,0.594035,0.221725,1.056598,0.456589,0.112843,1.325493,0.4188,0.090127,0.72534,0.613266
2492,20.766667,0.072329,0.184077,0.854235,0.077813,0.165605,0.642253,0.067199,1.165839,0.639746,0.09112,0.727487,0.83053,0.075337,0.37043,0.852742,0.07323,1.338385,0.641945,0.068666,0.355913,0.622788,0.189643,1.07045,0.91488,0.247777,0.907236,0.937011,0.272384,0.88432,0.446606,0.124755,1.354389,0.865297,0.114064,1.529593,0.641989,0.167151,1.717337,0.594023,0.222036,1.05663,0.456488,0.112843,1.325611,0.418681,0.090242,0.725343,0.613192
2493,20.775,0.072346,0.184067,0.854212,0.077809,0.165612,0.64224,0.067278,1.165749,0.639566,0.091218,0.727471,0.830358,0.075404,0.370436,0.852646,0.07325,1.338254,0.641762,0.068717,0.355923,0.622732,0.189618,1.070327,0.914604,0.247782,0.90709,0.936694,0.272844,0.884436,0.446537,0.124666,1.354277,0.865143,0.113924,1.529524,0.641842,0.166959,1.717393,0.593982,0.222317,1.056653,0.456382,0.112843,1.325723,0.418541,0.090362,0.725356,0.613112
2494,20.783333,0.072347,0.18408,0.854178,0.077821,0.165623,0.642242,0.067358,1.165665,0.639357,0.091316,0.727443,0.830209,0.075458,0.370444,0.852569,0.073265,1.338134,0.641591,0.068782,0.355937,0.622684,0.1896,1.070229,0.914366,0.247755,0.906987,0.936406,0.273258,0.884512,0.446466,0.124575,1.354164,0.865003,0.113806,1.52946,0.641779,0.166755,1.717453,0.593981,0.222554,1.056686,0.456283,0.112843,1.325836,0.418555,0.090474,0.725377,0.613016
2495,20.791667,0.072348,0.184079,0.854168,0.077829,0.165622,0.642252,0.067432,1.165567,0.639171,0.091394,0.727395,0.830045,0.075492,0.370442,0.852491,0.073278,1.338018,0.641474,0.068834,0.355943,0.622651,0.189566,1.070137,0.914144,0.247711,0.906821,0.936045,0.273627,0.884581,0.446397,0.124468,1.354049,0.864866,0.113665,1.529387,0.641722,0.166525,1.717538,0.594045,0.222736,1.056732,0.456172,0.112843,1.325951,0.418578,0.090599,0.725375,0.612938
2496,20.8,0.07234,0.184098,0.854159,0.07783,0.165633,0.642255,0.067522,1.165468,0.638986,0.091464,0.727362,0.82991,0.075517,0.370436,0.852446,0.073295,1.337898,0.641328,0.068887,0.355955,0.622611,0.189508,1.070034,0.913925,0.24766,0.90675,0.935834,0.274003,0.88464,0.446293,0.124355,1.35393,0.864754,0.113533,1.529317,0.641681,0.166293,1.717614,0.594132,0.222925,1.056758,0.45609,0.112843,1.32607,0.418608,0.090717,0.725381,0.612846
2497,20.808333,0.072335,0.184091,0.854152,0.077824,0.165646,0.642256,0.067622,1.165334,0.638804,0.091517,0.727317,0.829754,0.075552,0.370434,0.852415,0.073291,1.337786,0.641224,0.068951,0.35596,0.622579,0.189438,1.06992,0.913727,0.247606,0.906654,0.935627,0.274362,0.884701,0.446192,0.124229,1.353803,0.864614,0.113401,1.529242,0.641689,0.166061,1.717685,0.594203,0.22313,1.056774,0.456008,0.112843,1.326197,0.418764,0.090859,0.725361,0.612767
2498,20.816667,0.072332,0.184097,0.854149,0.077825,0.165645,0.642251,0.067716,1.165225,0.638649,0.091572,0.727275,0.829626,0.075591,0.370426,0.852388,0.073287,1.337683,0.641157,0.069009,0.355974,0.622542,0.189364,1.069808,0.913552,0.247568,0.906546,0.935434,0.274661,0.884745,0.446104,0.124101,1.353692,0.864496,0.113221,1.529163,0.641677,0.165833,1.717731,0.594238,0.223334,1.056786,0.455925,0.112843,1.326308,0.418858,0.090973,0.725348,0.612669
2499,20.825,0.072336,0.184084,0.854134,0.07783,0.165646,0.642243,0.067818,1.165114,0.638491,0.091623,0.72725,0.829519,0.075626,0.370401,0.852327,0.073284,1.337579,0.641077,0.069054,0.35599,0.622488,0.18929,1.06969,0.913374,0.247526,0.906446,0.935249,0.274958,0.88478,0.446042,0.123967,1.353583,0.864395,0.113094,1.529073,0.641671,0.165624,1.717762,0.594206,0.223504,1.056803,0.455838,0.112843,1.326417,0.418947,0.091088,0.725342,0.61258
2500,20.833333,0.072329,0.184091,0.854145,0.077841,0.165648,0.64224,0.067909,1.165016,0.638346,0.09167,0.727228,0.829439,0.075668,0.370384,0.852309,0.073268,1.33749,0.640987,0.069095,0.356003,0.622451,0.189214,1.069598,0.91324,0.247485,0.906349,0.935112,0.275209,0.884817,0.445985,0.123827,1.35348,0.864294,0.112971,1.529006,0.641618,0.165443,1.717781,0.594216,0.223686,1.056796,0.455797,0.112843,1.32652,0.418942,0.091222,0.725347,0.612492
2501,20.841667,0.072324,0.184078,0.854149,0.077846,0.165642,0.642238,0.067976,1.164936,0.638227,0.091693,0.72722,0.829395,0.075691,0.370383,0.852295,0.073249,1.337423,0.640929,0.069124,0.356018,0.62243,0.189126,1.069507,0.913149,0.247447,0.906281,0.935005,0.275423,0.884857,0.445952,0.123682,1.353381,0.864242,0.112842,1.528937,0.641603,0.165269,1.717789,0.594248,0.223842,1.05678,0.455783,0.112843,1.326619,0.418964,0.091335,0.725355,0.6124
2502,20.85,0.072325,0.184078,0.854164,0.077849,0.165629,0.64224,0.068017,1.164864,0.63813,0.09172,0.727193,0.829362,0.075698,0.370376,0.852305,0.073232,1.337343,0.640847,0.069154,0.356036,0.622432,0.189052,1.069436,0.91309,0.247393,0.906195,0.934918,0.275615,0.884887,0.445916,0.123535,1.35324,0.864158,0.112713,1.52887,0.641568,0.1651,1.717798,0.594298,0.223976,1.056767,0.455781,0.112843,1.32676,0.418978,0.091451,0.725341,0.612352
2503,20.858333,0.072315,0.184054,0.854169,0.077848,0.165618,0.642246,0.068046,1.164782,0.638045,0.091735,0.727176,0.829366,0.075697,0.370366,0.852331,0.073208,1.33728,0.640789,0.069187,0.356043,0.622431,0.188965,1.069328,0.913026,0.247338,0.906122,0.934866,0.275775,0.884902,0.445879,0.123399,1.353122,0.864107,0.112593,1.528789,0.641544,0.16494,1.717796,0.594377,0.224075,1.056764,0.455775,0.112843,1.326878,0.418981,0.091555,0.725331,0.612306
2504,20.866667,0.07231,0.184034,0.854185,0.077853,0.165622,0.642257,0.068064,1.164718,0.637977,0.091738,0.727151,0.829365,0.075697,0.370372,0.852364,0.073188,1.337195,0.640722,0.069235,0.35604,0.622433,0.188862,1.069235,0.91299,0.247267,0.906041,0.934825,0.275914,0.884915,0.445853,0.123257,1.353028,0.864063,0.112483,1.528734,0.641541,0.164758,1.717806,0.59448,0.224166,1.056755,0.455781,0.112843,1.326972,0.419019,0.091648,0.725304,0.612296
2505,20.875,0.072315,0.18402,0.854204,0.077865,0.165614,0.642268,0.068071,1.164652,0.637916,0.091751,0.727128,0.829391,0.075695,0.370364,0.852383,0.073166,1.337117,0.640659,0.069294,0.35604,0.622423,0.188759,1.069162,0.913001,0.247189,0.905981,0.934817,0.276024,0.884923,0.445818,0.123099,1.35293,0.864046,0.11239,1.528674,0.641564,0.164564,1.7178,0.594624,0.224242,1.056741,0.455773,0.112843,1.32707,0.419082,0.091749,0.725287,0.612289
2506,20.883333,0.072311,0.184013,0.854233,0.077866,0.165606,0.642269,0.068061,1.164592,0.637878,0.091761,0.727104,0.829408,0.075691,0.370358,0.852403,0.073148,1.337027,0.640577,0.069351,0.35604,0.622412,0.188657,1.069087,0.912995,0.247111,0.905911,0.934832,0.276107,0.884917,0.445777,0.122947,1.352849,0.864028,0.112297,1.528601,0.641536,0.164379,1.717788,0.594738,0.224299,1.056725,0.455769,0.112843,1.327151,0.419044,0.091841,0.725277,0.61228
2507,20.891667,0.072314,0.184012,0.854227,0.077872,0.165606,0.642266,0.068043,1.164537,0.637832,0.091796,0.727074,0.829442,0.075699,0.370363,0.852417,0.073141,1.336951,0.640514,0.069386,0.356042,0.622406,0.188549,1.069025,0.913033,0.24702,0.905858,0.93488,0.276154,0.884921,0.445721,0.122786,1.352773,0.863998,0.112197,1.528539,0.641524,0.164201,1.717781,0.594776,0.224345,1.056718,0.455768,0.112843,1.327227,0.41905,0.091919,0.725293,0.612273
2508,20.9,0.072307,0.184011,0.854232,0.077871,0.1656,0.642273,0.068021,1.164492,0.637798,0.091833,0.727028,0.82946,0.075712,0.370351,0.85241,0.073133,1.336879,0.640459,0.069395,0.356027,0.62241,0.188421,1.068941,0.91307,0.246917,0.905803,0.934943,0.276193,0.884926,0.445696,0.122608,1.352677,0.864001,0.112101,1.528442,0.641437,0.164038,1.717777,0.594866,0.224362,1.056718,0.45575,0.112843,1.327323,0.418873,0.091978,0.725305,0.612293
2509,20.908333,0.072305,0.184015,0.854229,0.077871,0.165602,0.64227,0.067997,1.164435,0.637767,0.091874,0.726998,0.829468,0.075737,0.370348,0.852392,0.073131,1.336789,0.640408,0.069358,0.356004,0.622429,0.188273,1.068856,0.91313,0.246821,0.905722,0.935001,0.276197,0.884929,0.44565,0.122435,1.35257,0.863981,0.111998,1.528376,0.641444,0.163888,1.717773,0.594935,0.224364,1.056717,0.455732,0.112843,1.32743,0.418907,0.091998,0.725354,0.612326
2510,20.916667,0.0723,0.184001,0.854234,0.077854,0.1656,0.642276,0.067968,1.164379,0.637747,0.091916,0.726962,0.829488,0.07576,0.370335,0.852383,0.073132,1.336708,0.640387,0.069295,0.355998,0.622439,0.188134,1.068768,0.913189,0.246699,0.90565,0.935104,0.276175,0.88492,0.445624,0.122259,1.352453,0.863946,0.1119,1.52832,0.641443,0.163742,1.717769,0.595017,0.224345,1.056718,0.455723,0.112843,1.327547,0.41894,0.092002,0.725397,0.612368
2511,20.925,0.072301,0.184006,0.854238,0.077846,0.165591,0.642266,0.067936,1.164321,0.637737,0.091955,0.726922,0.829484,0.075788,0.370317,0.852368,0.07313,1.336628,0.640371,0.069201,0.355988,0.622451,0.187973,1.068706,0.913286,0.246561,0.905585,0.935227,0.276128,0.88492,0.445608,0.122099,1.352364,0.863947,0.111798,1.528267,0.641455,0.163603,1.717771,0.595068,0.224322,1.056713,0.455731,0.112843,1.327636,0.418963,0.091978,0.725454,0.612392
2512,20.933333,0.072295,0.183999,0.854243,0.077836,0.165584,0.642277,0.067919,1.164281,0.637723,0.091993,0.726892,0.829472,0.075822,0.370314,0.852363,0.073142,1.336561,0.64036,0.069114,0.355974,0.622447,0.18781,1.068669,0.913403,0.246416,0.905527,0.935376,0.276061,0.884926,0.445601,0.121937,1.352278,0.863953,0.111708,1.528214,0.641474,0.163474,1.717764,0.595162,0.224278,1.056723,0.455742,0.112843,1.327722,0.418995,0.091931,0.725518,0.612432
2513,20.941667,0.0723,0.184001,0.854259,0.077831,0.165592,0.642283,0.0679,1.16425,0.637721,0.092019,0.726865,0.829471,0.07586,0.370305,0.852382,0.073146,1.336499,0.640334,0.069037,0.355954,0.622473,0.187639,1.068624,0.913516,0.24625,0.905493,0.935547,0.275976,0.88492,0.445616,0.121791,1.352198,0.863948,0.111628,1.528179,0.64148,0.163354,1.717772,0.595201,0.224237,1.05672,0.455779,0.112843,1.327802,0.419012,0.091851,0.725595,0.612454
2514,20.95,0.072283,0.184003,0.854278,0.077826,0.165578,0.642294,0.067875,1.1642,0.637725,0.092063,0.72683,0.829472,0.075905,0.37028,0.852388,0.073149,1.336443,0.64034,0.068972,0.35593,0.622503,0.187449,1.068592,0.913635,0.246071,0.905465,0.935736,0.275872,0.884914,0.445629,0.121639,1.352124,0.86397,0.111534,1.528131,0.641511,0.163238,1.717782,0.595286,0.224179,1.056736,0.455828,0.112843,1.327876,0.419052,0.091769,0.725633,0.61247
2515,20.958333,0.072293,0.183996,0.854311,0.077823,0.165573,0.642309,0.067869,1.164161,0.63774,0.09209,0.726781,0.829481,0.075951,0.370269,0.85241,0.073149,1.336378,0.640342,0.068927,0.35592,0.62255,0.187265,1.068543,0.913741,0.245868,0.905443,0.935968,0.275749,0.884898,0.445665,0.121476,1.352042,0.863996,0.111444,1.528099,0.641541,0.163121,1.717788,0.595373,0.22412,1.05675,0.4559,0.112843,1.327958,0.419086,0.091688,0.725683,0.612498
2516,20.966667,0.072289,0.183981,0.854309,0.077809,0.165568,0.642311,0.067857,1.164117,0.637756,0.092118,0.726728,0.8295,0.075991,0.370248,0.852436,0.073146,1.336322,0.640344,0.068895,0.355895,0.622568,0.187075,1.0685,0.913874,0.245636,0.905413,0.9362,0.275618,0.884873,0.445696,0.121317,1.351992,0.864021,0.111364,1.528054,0.641546,0.163008,1.717798,0.595452,0.224046,1.056755,0.455978,0.112843,1.328008,0.419071,0.091621,0.725696,0.612514
2517,20.975,0.072291,0.183963,0.854304,0.07781,0.165548,0.642309,0.067856,1.164077,0.637793,0.092137,0.726693,0.829533,0.076024,0.370241,0.852471,0.073147,1.336261,0.640356,0.068885,0.355873,0.622582,0.186876,1.068452,0.91398,0.245388,0.905379,0.936422,0.275472,0.884845,0.445726,0.12118,1.351931,0.864025,0.111261,1.528021,0.641664,0.162895,1.717805,0.595555,0.223952,1.056766,0.456045,0.112843,1.328069,0.419303,0.091584,0.725701,0.612523
2518,20.983333,0.072301,0.183965,0.8543,0.07781,0.165541,0.642307,0.067867,1.164039,0.637821,0.092163,0.726654,0.829554,0.076055,0.370231,0.85252,0.073141,1.336201,0.640371,0.068878,0.355874,0.622578,0.186681,1.068425,0.91411,0.245156,0.905331,0.936598,0.275324,0.884818,0.445751,0.121041,1.351893,0.864045,0.111181,1.527996,0.641733,0.162801,1.717795,0.595714,0.223847,1.056789,0.456098,0.112843,1.328107,0.419421,0.091558,0.72571,0.612518
2519,20.991667,0.072305,0.18396,0.854302,0.077815,0.165532,0.642306,0.067873,1.164005,0.637872,0.092189,0.726626,0.829606,0.076072,0.37023,0.852536,0.073136,1.336158,0.640412,0.068874,0.35585,0.622562,0.186493,1.068405,0.914244,0.244898,0.905284,0.936781,0.275166,0.884792,0.445773,0.120902,1.35185,0.864068,0.111122,1.527958,0.641746,0.162699,1.717786,0.595821,0.223736,1.056788,0.456146,0.112843,1.32815,0.419424,0.091577,0.725703,0.612538
2520,21,0.072298,0.183943,0.854322,0.077821,0.165529,0.642309,0.067881,1.163981,0.637939,0.092225,0.726596,0.829673,0.076082,0.370221,0.852552,0.073126,1.336118,0.640435,0.068874,0.355861,0.622568,0.186313,1.068381,0.914354,0.244621,0.905237,0.937007,0.275005,0.884765,0.445808,0.120756,1.351819,0.864142,0.111048,1.527941,0.641812,0.162609,1.717786,0.59592,0.223604,1.056792,0.456185,0.112843,1.328181,0.419482,0.091577,0.725695,0.612547
2521,21.008333,0.072294,0.183935,0.854329,0.077825,0.165532,0.642323,0.067878,1.163948,0.638001,0.092257,0.726571,0.829747,0.07608,0.37021,0.852578,0.073112,1.336066,0.640481,0.06889,0.355858,0.622608,0.186122,1.06836,0.914494,0.244345,0.905212,0.93724,0.274833,0.884744,0.445827,0.120602,1.351793,0.864227,0.110986,1.527908,0.641896,0.162524,1.717787,0.596014,0.223464,1.056794,0.456208,0.112843,1.328207,0.419565,0.091609,0.725689,0.612566
2522,21.016667,0.072291,0.183926,0.854361,0.077823,0.165532,0.642334,0.067874,1.163928,0.638091,0.092275,0.726537,0.829815,0.076068,0.370195,0.852611,0.073097,1.336023,0.64052,0.068889,0.355854,0.622667,0.185921,1.068329,0.914633,0.244079,0.905187,0.937491,0.274659,0.884728,0.445867,0.120458,1.351752,0.864285,0.110927,1.527895,0.641978,0.162438,1.717796,0.596168,0.223323,1.056795,0.456246,0.112843,1.328248,0.419671,0.091641,0.725692,0.612625
2523,21.025,0.072279,0.183917,0.854363,0.077829,0.165525,0.642346,0.067888,1.163909,0.638173,0.092262,0.726533,0.829891,0.076062,0.370182,0.852663,0.073087,1.335986,0.640576,0.068902,0.355846,0.622733,0.1857,1.068329,0.914831,0.243799,0.905159,0.937761,0.274467,0.884709,0.445904,0.120325,1.351717,0.864352,0.110865,1.527869,0.642077,0.162346,1.717803,0.596284,0.223198,1.05678,0.456296,0.112843,1.328283,0.419802,0.091678,0.725695,0.612681
2524,21.033333,0.072272,0.183907,0.854387,0.077827,0.165541,0.642365,0.067886,1.163886,0.638255,0.092252,0.726514,0.829965,0.076057,0.370169,0.852709,0.073085,1.335944,0.640621,0.068891,0.355865,0.622776,0.185448,1.06833,0.915052,0.243525,0.905123,0.938034,0.274267,0.884694,0.445978,0.120195,1.351695,0.864442,0.110798,1.527843,0.642171,0.16228,1.717805,0.596387,0.223065,1.056781,0.456356,0.112843,1.328305,0.4199,0.091716,0.725714,0.61277
2525,21.041667,0.072272,0.183914,0.854403,0.077832,0.165545,0.642361,0.067886,1.163873,0.638343,0.092228,0.726502,0.830045,0.076052,0.37016,0.852754,0.07308,1.335893,0.640682,0.068879,0.355872,0.622811,0.185216,1.068331,0.915276,0.243236,0.90508,0.938329,0.274064,0.884688,0.44605,0.120066,1.351675,0.864526,0.11074,1.527822,0.642269,0.16221,1.717812,0.596505,0.222983,1.056759,0.456439,0.112843,1.328325,0.420012,0.091763,0.725737,0.612846
2526,21.05,0.072265,0.18391,0.854421,0.077834,0.165552,0.642365,0.067879,1.163842,0.63843,0.092213,0.726472,0.830113,0.076064,0.37013,0.852803,0.073081,1.335849,0.640733,0.068859,0.35588,0.62284,0.184995,1.068291,0.915477,0.242934,0.905047,0.938611,0.273849,0.884663,0.446142,0.11995,1.351655,0.864618,0.110692,1.527796,0.642362,0.162147,1.717814,0.596594,0.222887,1.056761,0.456551,0.112843,1.328345,0.420106,0.091808,0.725759,0.612942
