,,R_Foot,R_Foot,R_Foot,L_Foot,L_Foot,L_Foot,Lower_Trunk,Lower_Trunk,Lower_Trunk,R_Thigh,R_Thigh,R_Thigh,R_Shank,R_Shank,R_Shank,Mid_Trunk,Mid_Trunk,Mid_Trunk,L_Shank,L_Shank,L_Shank,R_Forearm,R_Forearm,R_Forearm,R_Hand,R_Hand,R_Hand,L_Hand,L_Hand,L_Hand,R_Arm,R_Arm,R_Arm,Upper_Trunk,Upper_Trunk,Upper_Trunk,Head,Head,Head,L_Forearm,L_Forearm,L_Forearm,L_Arm,L_Arm,L_Arm,L_Thigh,L_Thigh,L_Thigh
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
419,3.491667,0.071524,0.181859,0.857838,0.079728,0.166288,0.645579,0.049263,1.168037,0.702403,0.085514,0.727519,0.86441,0.073205,0.363376,0.869742,0.048396,1.339388,0.720652,0.071822,0.353772,0.639265,0.174629,1.051678,0.98291,0.233034,0.887923,0.994012,0.223451,0.910571,0.476087,0.10805,1.336672,0.944593,0.084019,1.531893,0.736826,0.1186,1.719279,0.726723,0.172688,1.08132,0.502138,0.110205,1.345396,0.545741,0.088033,0.717746,0.650548
420,3.5,0.071517,0.181876,0.85784,0.079721,0.166293,0.64556,0.04925,1.168022,0.702384,0.08551,0.727521,0.864415,0.073211,0.36338,0.869745,0.048362,1.339367,0.720611,0.071846,0.353772,0.639262,0.174608,1.05172,0.982877,0.233065,0.887936,0.9939,0.223325,0.910554,0.476015,0.108019,1.336698,0.944566,0.083956,1.531881,0.736771,0.118514,1.719248,0.726704,0.172557,1.081293,0.502069,0.11013,1.345375,0.545745,0.088049,0.717746,0.650554
421,3.508333,0.071513,0.181875,0.857828,0.079721,0.166294,0.645569,0.049229,1.168004,0.702385,0.0855,0.72753,0.864425,0.073194,0.36338,0.869739,0.048325,1.339355,0.720595,0.071857,0.353767,0.639255,0.174603,1.051747,0.982827,0.233095,0.887979,0.993817,0.223203,0.910529,0.47594,0.107993,1.336716,0.944527,0.083873,1.531888,0.736752,0.11842,1.719209,0.726611,0.172437,1.081254,0.501998,0.110053,1.345363,0.54572,0.088053,0.717732,0.650561
422,3.516667,0.071508,0.181881,0.857845,0.079713,0.166297,0.645565,0.049204,1.167983,0.702382,0.085483,0.727528,0.864426,0.073171,0.363378,0.869756,0.048278,1.339344,0.720573,0.071848,0.353765,0.639238,0.174631,1.051732,0.982726,0.233129,0.887996,0.993722,0.223083,0.910495,0.475878,0.107969,1.336716,0.944499,0.083823,1.531879,0.736735,0.118331,1.71918,0.726553,0.172321,1.081228,0.501922,0.109984,1.345341,0.545699,0.088048,0.717727,0.650556
423,3.525,0.0715,0.181874,0.85784,0.079713,0.166296,0.645554,0.04918,1.167972,0.702387,0.085447,0.727536,0.8644,0.073137,0.363384,0.869778,0.04823,1.339343,0.720587,0.07184,0.353759,0.639219,0.174647,1.051747,0.982665,0.233191,0.888019,0.993651,0.222974,0.91046,0.475836,0.107933,1.336736,0.944496,0.083754,1.531881,0.736709,0.118241,1.719164,0.726502,0.172215,1.081209,0.501862,0.109905,1.34533,0.545659,0.088049,0.717732,0.650551
424,3.533333,0.071497,0.181882,0.857847,0.0797,0.166285,0.645552,0.049156,1.167956,0.702383,0.085408,0.727547,0.864395,0.073098,0.363377,0.86978,0.048186,1.339322,0.72053,0.07183,0.353753,0.639197,0.17467,1.051767,0.982649,0.233236,0.888042,0.993575,0.222863,0.910432,0.475783,0.107915,1.336742,0.944499,0.083687,1.531876,0.736686,0.118155,1.719135,0.726452,0.172128,1.081175,0.501836,0.109792,1.345336,0.545572,0.088042,0.717726,0.650556
425,3.541667,0.071488,0.18187,0.857848,0.079698,0.166291,0.645551,0.049121,1.167939,0.702386,0.08537,0.727574,0.864396,0.073068,0.363384,0.869786,0.048146,1.339317,0.720532,0.071819,0.35374,0.639179,0.174703,1.051782,0.982609,0.233293,0.888072,0.993534,0.222765,0.910408,0.475743,0.107893,1.336738,0.94449,0.083616,1.531871,0.736671,0.118076,1.71912,0.726401,0.172047,1.08116,0.501813,0.109732,1.345316,0.545562,0.088025,0.717739,0.650537
426,3.55,0.071476,0.181855,0.857855,0.079701,0.166283,0.645546,0.049084,1.16792,0.702402,0.085332,0.727588,0.864385,0.073032,0.363379,0.869777,0.048101,1.339307,0.720503,0.071816,0.353731,0.639164,0.174727,1.051818,0.98261,0.23335,0.888098,0.993507,0.222677,0.910382,0.475704,0.107871,1.336756,0.944499,0.083543,1.531875,0.736676,0.117995,1.719102,0.726347,0.171989,1.081122,0.501824,0.109643,1.345321,0.545493,0.088021,0.717729,0.650548
427,3.558333,0.07147,0.181854,0.857847,0.0797,0.166262,0.645544,0.049043,1.167912,0.702392,0.085306,0.727597,0.864373,0.072984,0.363388,0.86977,0.04806,1.339275,0.72047,0.071807,0.35373,0.639189,0.174774,1.051826,0.982555,0.233418,0.888129,0.993488,0.222589,0.910365,0.47567,0.107855,1.336772,0.944508,0.083482,1.531854,0.736631,0.117903,1.71908,0.726268,0.171913,1.081109,0.501828,0.109579,1.345302,0.545474,0.088016,0.717719,0.650558
428,3.566667,0.071472,0.181848,0.857854,0.079708,0.166265,0.645551,0.048992,1.167901,0.7024,0.085284,0.727602,0.86437,0.072959,0.363388,0.869773,0.048004,1.339277,0.720465,0.071802,0.353721,0.639206,0.174793,1.051879,0.982608,0.233494,0.888157,0.993463,0.222519,0.910347,0.475653,0.107832,1.33678,0.94449,0.083414,1.53186,0.736613,0.117825,1.719076,0.726211,0.171874,1.081084,0.501857,0.109521,1.345307,0.545437,0.088016,0.717714,0.65059
429,3.575,0.07146,0.181842,0.857859,0.079702,0.166258,0.645553,0.048944,1.167896,0.702396,0.085257,0.727612,0.864349,0.072949,0.36339,0.86977,0.047962,1.339255,0.720448,0.071798,0.35371,0.639224,0.174837,1.051901,0.982605,0.233572,0.8882,0.993484,0.222454,0.910328,0.47564,0.107817,1.336797,0.944478,0.083358,1.531866,0.736582,0.117733,1.719065,0.726113,0.171827,1.081049,0.501878,0.109456,1.345291,0.545424,0.088005,0.717713,0.650595
430,3.583333,0.071469,0.181853,0.857855,0.079702,0.166256,0.64554,0.048894,1.167897,0.70239,0.085247,0.727607,0.864338,0.072957,0.363394,0.86976,0.047901,1.339262,0.720418,0.071808,0.353714,0.639234,0.174877,1.051924,0.982584,0.233648,0.888235,0.993475,0.222399,0.910309,0.475646,0.107794,1.336814,0.944484,0.083301,1.53187,0.736569,0.117647,1.719059,0.72601,0.171763,1.081042,0.50186,0.109384,1.345305,0.545375,0.087997,0.717719,0.650629
431,3.591667,0.071468,0.18185,0.857853,0.079706,0.166259,0.645538,0.048844,1.167891,0.702385,0.085215,0.727617,0.864339,0.07296,0.363399,0.86978,0.047846,1.339258,0.720398,0.071806,0.353712,0.639232,0.174925,1.051971,0.982594,0.233718,0.888294,0.993498,0.222351,0.910298,0.475662,0.107769,1.336823,0.944453,0.083243,1.531866,0.736548,0.117574,1.719065,0.725998,0.171729,1.081016,0.501863,0.10932,1.345295,0.545347,0.087995,0.717716,0.650655
432,3.6,0.071464,0.18185,0.857857,0.079705,0.166256,0.645538,0.048795,1.167885,0.702373,0.085192,0.727622,0.864343,0.072955,0.363408,0.869781,0.047795,1.33925,0.720375,0.071817,0.353703,0.639231,0.174983,1.051995,0.982564,0.233814,0.88836,0.99351,0.22231,0.910288,0.475681,0.107747,1.336844,0.944443,0.083175,1.531865,0.736511,0.117488,1.719078,0.725937,0.171669,1.081001,0.501829,0.109273,1.345283,0.545375,0.087984,0.717725,0.650666
433,3.608333,0.071452,0.181861,0.857853,0.079708,0.166261,0.645545,0.048764,1.16788,0.702377,0.085177,0.727629,0.864369,0.072935,0.363415,0.869792,0.047746,1.339233,0.720357,0.071811,0.353709,0.639226,0.175048,1.052015,0.982528,0.233906,0.888409,0.993516,0.222289,0.910276,0.475702,0.107732,1.336869,0.944426,0.083117,1.531862,0.736489,0.117406,1.719083,0.725901,0.171622,1.08099,0.501811,0.10921,1.34529,0.545329,0.087978,0.717738,0.650689
434,3.616667,0.071458,0.181855,0.857854,0.079714,0.166258,0.645546,0.048709,1.167864,0.702382,0.085161,0.727632,0.864386,0.072905,0.363415,0.8698,0.047679,1.339212,0.720346,0.071806,0.353704,0.639228,0.17511,1.052041,0.982539,0.234013,0.888443,0.993521,0.222265,0.910254,0.475752,0.107704,1.336897,0.944417,0.083058,1.531866,0.736463,0.117331,1.719075,0.725879,0.171584,1.080977,0.501804,0.109197,1.345265,0.545373,0.087977,0.71773,0.650717
435,3.625,0.071453,0.181856,0.857866,0.079709,0.166265,0.645553,0.04868,1.167861,0.702405,0.085135,0.727635,0.864431,0.07287,0.363419,0.869801,0.04762,1.3392,0.720325,0.0718,0.353711,0.639238,0.17515,1.052089,0.982617,0.23413,0.888484,0.99354,0.222266,0.910235,0.475788,0.10768,1.33693,0.944423,0.083007,1.531866,0.736456,0.117264,1.71909,0.725844,0.171554,1.08096,0.501822,0.109135,1.345273,0.545361,0.087969,0.717729,0.650746
436,3.633333,0.071454,0.18185,0.857866,0.079712,0.166269,0.645544,0.048647,1.167851,0.702417,0.08511,0.727641,0.864469,0.072851,0.363423,0.869821,0.047559,1.339191,0.720326,0.071802,0.3537,0.639241,0.175205,1.052123,0.982681,0.234238,0.88853,0.993595,0.22225,0.910238,0.475828,0.107661,1.336948,0.944415,0.082959,1.53187,0.736425,0.117202,1.719085,0.725819,0.171535,1.080948,0.501847,0.109101,1.345261,0.545371,0.087966,0.717732,0.650747
437,3.641667,0.071447,0.181865,0.857872,0.079712,0.166279,0.645538,0.048614,1.16785,0.702439,0.085073,0.727636,0.864494,0.072837,0.363429,0.869819,0.047497,1.33921,0.720365,0.071808,0.353693,0.639232,0.175276,1.052126,0.982687,0.234355,0.888571,0.993656,0.22225,0.910234,0.475866,0.107614,1.336966,0.944444,0.082909,1.531874,0.736403,0.117136,1.719094,0.725787,0.17152,1.080953,0.501895,0.10907,1.345248,0.54538,0.08795,0.71772,0.650771
438,3.65,0.071438,0.181854,0.857879,0.07971,0.166271,0.645536,0.048567,1.167874,0.702469,0.085042,0.727633,0.86453,0.072827,0.363419,0.869823,0.047457,1.339211,0.720342,0.071799,0.353694,0.639232,0.175312,1.05216,0.982789,0.234443,0.888614,0.993732,0.22225,0.910226,0.475941,0.107581,1.33697,0.944496,0.082861,1.531879,0.736369,0.117067,1.719097,0.725783,0.171515,1.080963,0.501963,0.109035,1.345245,0.545385,0.087927,0.717721,0.6508
439,3.658333,0.07143,0.181851,0.857883,0.079715,0.166276,0.645538,0.048525,1.167877,0.702501,0.08501,0.727625,0.864548,0.072825,0.363403,0.869831,0.047397,1.339225,0.720375,0.071788,0.353701,0.639239,0.175329,1.052225,0.982914,0.23454,0.888674,0.993828,0.222242,0.910222,0.476001,0.107536,1.336951,0.944542,0.08281,1.531887,0.736343,0.117008,1.719085,0.725793,0.17152,1.080962,0.502032,0.109014,1.345244,0.545406,0.087911,0.71771,0.650837
440,3.666667,0.071431,0.181853,0.857881,0.079706,0.166276,0.645541,0.048475,1.167873,0.70254,0.084977,0.727619,0.864569,0.072815,0.3634,0.86984,0.047351,1.339244,0.720366,0.07178,0.353686,0.639264,0.175367,1.052256,0.98299,0.234616,0.888723,0.993901,0.222251,0.910221,0.47609,0.107487,1.336929,0.94458,0.082758,1.531891,0.736303,0.11696,1.719083,0.725812,0.171526,1.080963,0.502102,0.108978,1.345258,0.545386,0.087881,0.717703,0.650877
441,3.675,0.071422,0.181847,0.857896,0.079701,0.166269,0.645554,0.048422,1.167888,0.702592,0.084929,0.727608,0.864595,0.072806,0.36339,0.869852,0.047289,1.339246,0.720378,0.071766,0.353689,0.639282,0.175386,1.05231,0.983096,0.234689,0.888771,0.993979,0.222251,0.910225,0.47618,0.107453,1.336939,0.94463,0.082707,1.531898,0.736295,0.116904,1.719094,0.72582,0.17153,1.080958,0.502154,0.108952,1.345258,0.54539,0.087835,0.717699,0.650917
442,3.683333,0.071412,0.181836,0.857877,0.079704,0.166266,0.645554,0.048352,1.167901,0.70265,0.084896,0.727596,0.864626,0.072806,0.363369,0.869878,0.047221,1.339253,0.720375,0.071774,0.353675,0.639307,0.175422,1.052344,0.983146,0.234737,0.888829,0.994058,0.222279,0.910223,0.476275,0.10741,1.336964,0.944634,0.082655,1.5319,0.736277,0.116851,1.719088,0.725843,0.17151,1.08097,0.502174,0.108924,1.345266,0.545361,0.08782,0.717679,0.650971
443,3.691667,0.071412,0.181826,0.85789,0.079697,0.166257,0.645559,0.048289,1.167908,0.702716,0.084854,0.727596,0.864649,0.072802,0.363368,0.869912,0.047155,1.339245,0.720388,0.071775,0.353674,0.639334,0.175438,1.052389,0.983211,0.234783,0.888874,0.994144,0.222282,0.910217,0.476353,0.107379,1.337017,0.944639,0.082595,1.531907,0.736273,0.116795,1.719087,0.725843,0.171528,1.080936,0.502226,0.108913,1.345243,0.545389,0.087787,0.717667,0.651012
444,3.7,0.071404,0.181824,0.857885,0.079704,0.166264,0.645554,0.048219,1.167919,0.702776,0.084804,0.72759,0.864682,0.072763,0.363364,0.869932,0.047079,1.339238,0.720383,0.07179,0.353657,0.639354,0.175456,1.052441,0.983303,0.234825,0.888946,0.994238,0.22233,0.910205,0.476431,0.107356,1.337088,0.94463,0.082546,1.531905,0.736251,0.116729,1.719106,0.725861,0.171521,1.080935,0.502257,0.108889,1.345231,0.545375,0.087758,0.717663,0.651072
445,3.708333,0.071397,0.181824,0.857882,0.079703,0.166257,0.645563,0.048158,1.167922,0.70282,0.084755,0.727604,0.864736,0.072727,0.363356,0.869963,0.046991,1.339228,0.720425,0.071785,0.353652,0.63938,0.175457,1.052487,0.98339,0.234842,0.889003,0.994355,0.222382,0.910193,0.476508,0.107332,1.337167,0.944663,0.082491,1.531918,0.736253,0.11667,1.719132,0.725855,0.17154,1.080915,0.5023,0.108858,1.345227,0.545365,0.087713,0.717667,0.651117
446,3.716667,0.071404,0.181804,0.857888,0.079702,0.166256,0.645562,0.048105,1.16791,0.702871,0.084704,0.727618,0.864803,0.072698,0.363341,0.869987,0.046908,1.339212,0.720452,0.071777,0.353651,0.639406,0.175472,1.052514,0.983447,0.234854,0.889069,0.994471,0.22241,0.91019,0.476574,0.107312,1.337228,0.944689,0.082435,1.53191,0.736253,0.1166,1.719174,0.725844,0.171541,1.080907,0.502335,0.108832,1.345207,0.545386,0.087681,0.717679,0.651159
447,3.725,0.071395,0.18181,0.857888,0.079702,0.166251,0.645566,0.048061,1.167917,0.702915,0.084654,0.727627,0.86484,0.072666,0.363346,0.870002,0.046846,1.339218,0.720496,0.071752,0.353652,0.639443,0.175479,1.052562,0.983524,0.234855,0.889115,0.994611,0.222477,0.910178,0.476674,0.107287,1.337274,0.944717,0.082379,1.531919,0.736261,0.116519,1.719215,0.725886,0.171575,1.080895,0.502402,0.108808,1.345193,0.545411,0.087636,0.717697,0.651214
448,3.733333,0.071387,0.181804,0.857894,0.079717,0.166246,0.645576,0.048034,1.167913,0.702967,0.084611,0.72764,0.864892,0.072632,0.363341,0.870019,0.046782,1.339212,0.720548,0.071726,0.353657,0.639483,0.175474,1.052621,0.983636,0.234843,0.889181,0.994768,0.22253,0.910173,0.476755,0.107267,1.337304,0.944784,0.082321,1.531919,0.736275,0.116453,1.719245,0.725876,0.171584,1.080894,0.502469,0.108777,1.345173,0.545418,0.087604,0.717708,0.651279
449,3.741667,0.071381,0.181806,0.857889,0.079711,0.166253,0.645582,0.048012,1.167919,0.703011,0.084553,0.727654,0.864942,0.072615,0.363338,0.870046,0.04673,1.339211,0.720592,0.071705,0.353655,0.639529,0.175476,1.052656,0.983686,0.234821,0.889249,0.994921,0.222588,0.910183,0.476847,0.107251,1.33732,0.94485,0.082249,1.531922,0.736307,0.116391,1.719287,0.725905,0.171623,1.080877,0.502545,0.108758,1.345149,0.545493,0.087588,0.717723,0.651336
450,3.75,0.071381,0.181803,0.857908,0.079712,0.166266,0.645591,0.047996,1.167916,0.703052,0.084494,0.72767,0.864965,0.07259,0.36333,0.870075,0.046665,1.339224,0.720649,0.071685,0.35365,0.639569,0.175441,1.052747,0.983845,0.234791,0.889316,0.995082,0.222648,0.910181,0.476954,0.107216,1.337348,0.944923,0.082184,1.531928,0.736344,0.116328,1.719332,0.725908,0.171635,1.080899,0.502594,0.108736,1.345134,0.545536,0.087567,0.717734,0.651388
451,3.758333,0.071365,0.181814,0.857901,0.079712,0.166261,0.645598,0.047988,1.167907,0.703107,0.084435,0.727677,0.864997,0.072547,0.36334,0.8701,0.046626,1.339213,0.720683,0.071666,0.35365,0.6396,0.175454,1.052775,0.983874,0.234763,0.889382,0.995257,0.222708,0.910181,0.477048,0.107185,1.337396,0.945008,0.082107,1.531937,0.736381,0.11626,1.719349,0.72589,0.171678,1.080885,0.502672,0.108723,1.345107,0.545613,0.08756,0.717727,0.651444
452,3.766667,0.071372,0.181805,0.857912,0.079708,0.166275,0.645604,0.047971,1.167901,0.703153,0.084388,0.727681,0.865048,0.072521,0.363326,0.870115,0.046569,1.33923,0.720748,0.071652,0.35365,0.63963,0.175424,1.052837,0.984002,0.234737,0.889433,0.995387,0.222775,0.910184,0.477157,0.107147,1.337449,0.945103,0.082049,1.531937,0.736415,0.116188,1.71937,0.725885,0.171711,1.080898,0.50273,0.108699,1.345114,0.545657,0.087532,0.717737,0.651475
453,3.775,0.071368,0.181813,0.85792,0.079711,0.16627,0.645616,0.047966,1.167894,0.70321,0.084354,0.727673,0.865093,0.072505,0.363323,0.870128,0.046515,1.339231,0.720789,0.071636,0.353648,0.639665,0.175397,1.052897,0.98413,0.234715,0.889485,0.995524,0.222841,0.910188,0.477249,0.107107,1.337512,0.945197,0.081987,1.531947,0.736468,0.116124,1.719371,0.725851,0.171737,1.080911,0.502791,0.1087,1.345096,0.545739,0.087517,0.717726,0.65151
454,3.783333,0.071367,0.181807,0.857928,0.079708,0.16628,0.645607,0.047948,1.167903,0.703265,0.084343,0.727632,0.86513,0.072504,0.363319,0.870142,0.046461,1.33924,0.720826,0.071617,0.353643,0.639686,0.175352,1.052974,0.984299,0.234705,0.889528,0.995645,0.2229,0.91019,0.477344,0.107073,1.337582,0.945312,0.081922,1.531963,0.736526,0.116056,1.719372,0.725876,0.171758,1.080919,0.502866,0.108665,1.345103,0.545775,0.087485,0.717727,0.65153
455,3.791667,0.071367,0.181809,0.857917,0.079705,0.166275,0.645603,0.047912,1.167902,0.703327,0.084347,0.727619,0.865193,0.072527,0.36331,0.870148,0.046404,1.339246,0.720881,0.071611,0.353652,0.639696,0.175329,1.053024,0.984418,0.234686,0.889604,0.995809,0.222969,0.910201,0.477448,0.107029,1.337631,0.945435,0.081886,1.531968,0.736566,0.115995,1.719353,0.725871,0.171789,1.080933,0.502941,0.108661,1.345095,0.545863,0.087456,0.717719,0.651563
456,3.8,0.071364,0.181802,0.857924,0.07972,0.166263,0.645608,0.047869,1.167904,0.70339,0.084346,0.727589,0.865227,0.07255,0.363302,0.870149,0.046337,1.339248,0.720929,0.071609,0.353642,0.639684,0.175291,1.053067,0.984556,0.234678,0.889629,0.995914,0.223021,0.910202,0.47756,0.106982,1.337681,0.945547,0.081826,1.531966,0.736633,0.115923,1.719324,0.725895,0.17183,1.080936,0.503046,0.108644,1.345081,0.545933,0.087424,0.717711,0.651574
457,3.808333,0.071368,0.181801,0.857927,0.079714,0.166278,0.645609,0.047826,1.167901,0.703454,0.084356,0.727569,0.865258,0.072568,0.363288,0.870169,0.046264,1.339249,0.720978,0.071623,0.353624,0.639694,0.175265,1.053079,0.984636,0.234653,0.88968,0.996049,0.223078,0.910204,0.477666,0.106947,1.337729,0.945651,0.081756,1.531971,0.736714,0.115859,1.719282,0.725932,0.171851,1.080947,0.503143,0.10862,1.345084,0.545983,0.087391,0.717703,0.651585
458,3.816667,0.071363,0.181792,0.857926,0.079706,0.166266,0.645607,0.047777,1.167898,0.703519,0.084351,0.72756,0.865281,0.072561,0.363282,0.870192,0.046197,1.339238,0.721038,0.071626,0.353628,0.639697,0.175239,1.05309,0.984739,0.23464,0.889693,0.996163,0.223126,0.910216,0.477769,0.106899,1.33776,0.945755,0.081709,1.53197,0.73678,0.115795,1.719253,0.725947,0.171891,1.080933,0.503252,0.108585,1.345085,0.546031,0.087376,0.717677,0.651612
459,3.825,0.071369,0.18179,0.857926,0.079704,0.16627,0.645612,0.047713,1.167911,0.703583,0.08434,0.727544,0.865305,0.072555,0.363271,0.87021,0.046116,1.339254,0.721128,0.071626,0.353617,0.639713,0.175189,1.053117,0.984862,0.234626,0.889731,0.996299,0.223174,0.910211,0.477885,0.106848,1.33781,0.945876,0.081657,1.531993,0.736834,0.11572,1.719236,0.725994,0.171912,1.080918,0.503359,0.108588,1.345052,0.546117,0.087368,0.717654,0.651664
460,3.833333,0.071364,0.181769,0.857923,0.079701,0.166254,0.645604,0.047655,1.167919,0.703646,0.084339,0.727534,0.865348,0.07255,0.363272,0.870226,0.046051,1.33926,0.721187,0.071615,0.35362,0.639734,0.175152,1.053135,0.98498,0.234588,0.889778,0.99647,0.223217,0.910219,0.477995,0.106805,1.337824,0.945944,0.081614,1.531996,0.736898,0.115666,1.719203,0.726055,0.171935,1.080899,0.503459,0.108541,1.345057,0.546143,0.087348,0.717643,0.651678
461,3.841667,0.071359,0.181771,0.857927,0.079694,0.166252,0.64561,0.047567,1.16794,0.703711,0.084319,0.727537,0.865367,0.072536,0.363268,0.870246,0.045981,1.339279,0.721245,0.071602,0.353617,0.63974,0.175101,1.053167,0.985124,0.234544,0.88981,0.996612,0.223243,0.910238,0.478105,0.106757,1.337837,0.946029,0.081564,1.53202,0.736977,0.115597,1.71918,0.726132,0.171943,1.080899,0.503534,0.108545,1.345027,0.546275,0.087334,0.717629,0.651719
462,3.85,0.071353,0.181766,0.85794,0.079699,0.166251,0.645614,0.047496,1.167957,0.703781,0.084293,0.727529,0.865391,0.072526,0.363264,0.870262,0.045926,1.339299,0.721326,0.071599,0.353604,0.639765,0.175046,1.053213,0.985313,0.234492,0.889836,0.996794,0.223265,0.910255,0.478209,0.106713,1.337836,0.94612,0.081517,1.53203,0.737042,0.115538,1.719174,0.726184,0.171944,1.080904,0.503608,0.108523,1.345031,0.546347,0.087319,0.71762,0.651783
463,3.858333,0.07135,0.181761,0.857936,0.079695,0.166235,0.645618,0.047417,1.167974,0.70384,0.084282,0.727538,0.865429,0.072512,0.363258,0.870279,0.045865,1.339312,0.721372,0.071594,0.353607,0.639798,0.174991,1.053233,0.985469,0.23442,0.889882,0.996993,0.223288,0.910273,0.478327,0.106678,1.337836,0.946198,0.081467,1.532034,0.737099,0.115481,1.719153,0.726237,0.171949,1.080902,0.503694,0.108492,1.345047,0.546391,0.087304,0.717624,0.651847
464,3.866667,0.071353,0.181765,0.857943,0.079706,0.166243,0.645608,0.047341,1.167987,0.703925,0.08426,0.727552,0.865476,0.072512,0.363249,0.870311,0.045823,1.33932,0.721425,0.071591,0.353597,0.639833,0.174945,1.053258,0.985586,0.234338,0.889903,0.99718,0.223315,0.910291,0.478433,0.106647,1.337842,0.946284,0.081423,1.532036,0.737137,0.115427,1.719153,0.726333,0.171953,1.080912,0.503755,0.108473,1.345075,0.546425,0.087272,0.717637,0.65192
465,3.875,0.071358,0.181755,0.857944,0.079695,0.166241,0.645618,0.047266,1.167998,0.704023,0.084241,0.727547,0.865507,0.072503,0.363249,0.870317,0.045778,1.339333,0.72147,0.071568,0.353599,0.639864,0.174894,1.05329,0.985717,0.234248,0.889944,0.997392,0.22331,0.910321,0.478541,0.10662,1.337863,0.946354,0.081364,1.532049,0.737193,0.115352,1.719169,0.726358,0.171958,1.08092,0.50386,0.108449,1.34509,0.546481,0.087226,0.717644,0.651996
466,3.883333,0.071361,0.181756,0.857939,0.079694,0.166248,0.645613,0.047197,1.168032,0.704094,0.084232,0.72755,0.865554,0.072516,0.363246,0.870337,0.045729,1.33935,0.721526,0.07153,0.353597,0.639901,0.174831,1.053356,0.985903,0.234156,0.889991,0.997584,0.223324,0.910346,0.478652,0.106602,1.337878,0.946424,0.081303,1.53206,0.737257,0.115293,1.719196,0.726446,0.171975,1.080948,0.503958,0.108426,1.345131,0.546538,0.08716,0.717682,0.652052
467,3.891667,0.07137,0.181767,0.857944,0.079698,0.166248,0.645627,0.04713,1.168038,0.704187,0.084221,0.727544,0.865594,0.072521,0.363247,0.870349,0.045677,1.339363,0.721575,0.071491,0.353599,0.63992,0.174776,1.053401,0.98604,0.234066,0.890019,0.99778,0.223334,0.910376,0.47876,0.106571,1.337923,0.946498,0.081258,1.532069,0.737303,0.115225,1.719236,0.726567,0.17199,1.080951,0.504069,0.108393,1.345163,0.546586,0.087114,0.717694,0.652136
